"MTU (CET)","Generation - Sum [MW] (D) / BZN|DE-AT-LU","Generation - Solar  [MW] (D) / BZN|DE-AT-LU","Generation - Wind Offshore  [MW] (D) / BZN|DE-AT-LU","Generation - Wind Onshore  [MW] (D) / BZN|DE-AT-LU"
"14.01.2015 02:45 - 14.01.2015 03:00 (CET)","17589","0","587","17002"
"14.01.2015 03:00 - 14.01.2015 03:15 (CET)","17476","0","582","16894"
"14.01.2015 03:15 - 14.01.2015 03:30 (CET)","17352","0","585","16767"
"14.01.2015 03:30 - 14.01.2015 03:45 (CET)","17235","0","587","16648"
"14.01.2015 03:45 - 14.01.2015 04:00 (CET)","17120","0","591","16529"
"14.01.2015 04:00 - 14.01.2015 04:15 (CET)","16970","0","551","16419"
"14.01.2015 04:15 - 14.01.2015 04:30 (CET)","17033","0","558","16475"
"14.01.2015 04:30 - 14.01.2015 04:45 (CET)","17147","0","567","16580"
"14.01.2015 04:45 - 14.01.2015 05:00 (CET)","17304","0","576","16728"
"14.01.2015 05:00 - 14.01.2015 05:15 (CET)","17436","0","583","16853"
"14.01.2015 05:15 - 14.01.2015 05:30 (CET)","17568","0","590","16978"
"14.01.2015 05:30 - 14.01.2015 05:45 (CET)","17696","0","595","17101"
"14.01.2015 05:45 - 14.01.2015 06:00 (CET)","17849","0","601","17248"
"14.01.2015 06:00 - 14.01.2015 06:15 (CET)","17930","0","606","17324"
"14.01.2015 06:15 - 14.01.2015 06:30 (CET)","18088","0","611","17477"
"14.01.2015 06:30 - 14.01.2015 06:45 (CET)","18280","0","616","17664"
"14.01.2015 06:45 - 14.01.2015 07:00 (CET)","18497","0","620","17877"
"14.01.2015 07:00 - 14.01.2015 07:15 (CET)","18649","0","623","18026"
"14.01.2015 07:15 - 14.01.2015 07:30 (CET)","18711","1","623","18087"
"14.01.2015 07:30 - 14.01.2015 07:45 (CET)","18767","1","625","18141"
"14.01.2015 07:45 - 14.01.2015 08:00 (CET)","18821","2","625","18194"
"14.01.2015 08:00 - 14.01.2015 08:15 (CET)","18904","24","626","18254"
"14.01.2015 08:15 - 14.01.2015 08:30 (CET)","19022","88","626","18308"
"14.01.2015 08:30 - 14.01.2015 08:45 (CET)","19235","222","626","18387"
"14.01.2015 08:45 - 14.01.2015 09:00 (CET)","19532","436","626","18470"
"14.01.2015 09:00 - 14.01.2015 09:15 (CET)","19824","700","627","18497"
"14.01.2015 09:15 - 14.01.2015 09:30 (CET)","20262","1052","625","18585"
"14.01.2015 09:30 - 14.01.2015 09:45 (CET)","20788","1424","625","18739"
"14.01.2015 09:45 - 14.01.2015 10:00 (CET)","21349","1835","626","18888"
"14.01.2015 10:00 - 14.01.2015 10:15 (CET)","21859","2253","625","18981"
"14.01.2015 10:15 - 14.01.2015 10:30 (CET)","22292","2663","622","19007"
"14.01.2015 10:30 - 14.01.2015 10:45 (CET)","22648","3043","617","18988"
"14.01.2015 10:45 - 14.01.2015 11:00 (CET)","22913","3343","615","18955"
"14.01.2015 11:00 - 14.01.2015 11:15 (CET)","23178","3626","615","18937"
"14.01.2015 11:15 - 14.01.2015 11:30 (CET)","23455","3857","610","18988"
"14.01.2015 11:30 - 14.01.2015 11:45 (CET)","23717","4052","608","19057"
"14.01.2015 11:45 - 14.01.2015 12:00 (CET)","23851","4156","604","19091"
"14.01.2015 12:00 - 14.01.2015 12:15 (CET)","23872","4200","576","19096"
"14.01.2015 12:15 - 14.01.2015 12:30 (CET)","23830","4236","576","19018"
"14.01.2015 12:30 - 14.01.2015 12:45 (CET)","23718","4203","579","18936"
"14.01.2015 12:45 - 14.01.2015 13:00 (CET)","23502","4100","579","18823"
"14.01.2015 13:00 - 14.01.2015 13:15 (CET)","23074","3929","578","18567"
"14.01.2015 13:15 - 14.01.2015 13:30 (CET)","22481","3717","576","18188"
"14.01.2015 13:30 - 14.01.2015 13:45 (CET)","21824","3467","577","17780"
"14.01.2015 13:45 - 14.01.2015 14:00 (CET)","21080","3207","575","17298"
"14.01.2015 14:00 - 14.01.2015 14:15 (CET)","20282","2871","574","16837"
"14.01.2015 14:15 - 14.01.2015 14:30 (CET)","19547","2551","574","16422"
"14.01.2015 14:30 - 14.01.2015 14:45 (CET)","18747","2223","575","15949"
"14.01.2015 14:45 - 14.01.2015 15:00 (CET)","17890","1842","574","15474"
"14.01.2015 15:00 - 14.01.2015 15:15 (CET)","17164","1503","577","15084"
"14.01.2015 15:15 - 14.01.2015 15:30 (CET)","16564","1131","574","14859"
"14.01.2015 15:30 - 14.01.2015 15:45 (CET)","16035","791","572","14672"
"14.01.2015 15:45 - 14.01.2015 16:00 (CET)","15575","548","568","14459"
"14.01.2015 16:00 - 14.01.2015 16:15 (CET)","15214","338","571","14305"
"14.01.2015 16:15 - 14.01.2015 16:30 (CET)","15001","191","570","14240"
"14.01.2015 16:30 - 14.01.2015 16:45 (CET)","14747","79","567","14101"
"14.01.2015 16:45 - 14.01.2015 17:00 (CET)","14534","25","564","13945"
"14.01.2015 17:00 - 14.01.2015 17:15 (CET)","14455","2","565","13888"
"14.01.2015 17:15 - 14.01.2015 17:30 (CET)","14518","1","563","13954"
"14.01.2015 17:30 - 14.01.2015 17:45 (CET)","14567","1","562","14004"
"14.01.2015 17:45 - 14.01.2015 18:00 (CET)","14597","0","560","14037"
"14.01.2015 18:00 - 14.01.2015 18:15 (CET)","14674","0","560","14114"
"14.01.2015 18:15 - 14.01.2015 18:30 (CET)","14755","0","562","14193"
"14.01.2015 18:30 - 14.01.2015 18:45 (CET)","14850","0","565","14285"
"14.01.2015 18:45 - 14.01.2015 19:00 (CET)","14934","0","566","14368"
"14.01.2015 19:00 - 14.01.2015 19:15 (CET)","15038","0","570","14468"
"14.01.2015 19:15 - 14.01.2015 19:30 (CET)","15098","0","573","14525"
"14.01.2015 19:30 - 14.01.2015 19:45 (CET)","15178","0","573","14605"
"14.01.2015 19:45 - 14.01.2015 20:00 (CET)","15230","0","574","14656"
"14.01.2015 20:00 - 14.01.2015 20:15 (CET)","15665","0","576","15089"
"14.01.2015 20:15 - 14.01.2015 20:30 (CET)","15712","0","583","15129"
"14.01.2015 20:30 - 14.01.2015 20:45 (CET)","15768","0","592","15176"
"14.01.2015 20:45 - 14.01.2015 21:00 (CET)","15830","0","599","15231"
"14.01.2015 21:00 - 14.01.2015 21:15 (CET)","15893","0","604","15289"
"14.01.2015 21:15 - 14.01.2015 21:30 (CET)","15988","0","607","15381"
"14.01.2015 21:30 - 14.01.2015 21:45 (CET)","16088","0","611","15477"
"14.01.2015 21:45 - 14.01.2015 22:00 (CET)","16219","0","616","15603"
"14.01.2015 22:00 - 14.01.2015 22:15 (CET)","16310","0","622","15688"
"14.01.2015 22:15 - 14.01.2015 22:30 (CET)","16347","0","623","15724"
"14.01.2015 22:30 - 14.01.2015 22:45 (CET)","16376","0","625","15751"
"14.01.2015 22:45 - 14.01.2015 23:00 (CET)","16409","0","627","15782"
"14.01.2015 23:00 - 14.01.2015 23:15 (CET)","16483","0","582","15901"
"14.01.2015 23:15 - 14.01.2015 23:30 (CET)","16563","0","587","15976"
"14.01.2015 23:30 - 14.01.2015 23:45 (CET)","16668","0","592","16076"
"14.01.2015 23:45 - 15.01.2015 00:00 (CET)","16771","0","597","16174"
"15.01.2015 00:00 - 15.01.2015 00:15 (CET)","16047","0","600","15447"
"15.01.2015 00:15 - 15.01.2015 00:30 (CET)","16080","0","603","15477"
"15.01.2015 00:30 - 15.01.2015 00:45 (CET)","16160","0","607","15553"
"15.01.2015 00:45 - 15.01.2015 01:00 (CET)","16229","0","611","15618"
"15.01.2015 01:00 - 15.01.2015 01:15 (CET)","15494","0","614","14880"
"15.01.2015 01:15 - 15.01.2015 01:30 (CET)","15480","0","616","14864"
"15.01.2015 01:30 - 15.01.2015 01:45 (CET)","15467","0","618","14849"
"15.01.2015 01:45 - 15.01.2015 02:00 (CET)","15461","0","619","14842"
"15.01.2015 02:00 - 15.01.2015 02:15 (CET)","15518","0","619","14899"
"15.01.2015 02:15 - 15.01.2015 02:30 (CET)","15655","0","620","15035"
"15.01.2015 02:30 - 15.01.2015 02:45 (CET)","15826","0","620","15206"
"15.01.2015 02:45 - 15.01.2015 03:00 (CET)","16003","0","620","15383"
"15.01.2015 03:00 - 15.01.2015 03:15 (CET)","16152","0","620","15532"
"15.01.2015 03:15 - 15.01.2015 03:30 (CET)","16390","0","617","15773"
"15.01.2015 03:30 - 15.01.2015 03:45 (CET)","16648","0","613","16035"
"15.01.2015 03:45 - 15.01.2015 04:00 (CET)","16886","0","610","16276"
"15.01.2015 04:00 - 15.01.2015 04:15 (CET)","17014","0","607","16407"
"15.01.2015 04:15 - 15.01.2015 04:30 (CET)","17483","0","610","16873"
"15.01.2015 04:30 - 15.01.2015 04:45 (CET)","17975","0","614","17361"
"15.01.2015 04:45 - 15.01.2015 05:00 (CET)","18425","0","616","17809"
"15.01.2015 05:00 - 15.01.2015 05:15 (CET)","18805","0","618","18187"
"15.01.2015 05:15 - 15.01.2015 05:30 (CET)","19247","0","616","18631"
"15.01.2015 05:30 - 15.01.2015 05:45 (CET)","19710","0","615","19095"
"15.01.2015 05:45 - 15.01.2015 06:00 (CET)","20165","0","613","19552"
"15.01.2015 06:00 - 15.01.2015 06:15 (CET)","20621","0","610","20011"
"15.01.2015 06:15 - 15.01.2015 06:30 (CET)","21055","0","602","20453"
"15.01.2015 06:30 - 15.01.2015 06:45 (CET)","21494","0","594","20900"
"15.01.2015 06:45 - 15.01.2015 07:00 (CET)","21941","0","586","21355"
"15.01.2015 07:00 - 15.01.2015 07:15 (CET)","22366","0","580","21786"
"15.01.2015 07:15 - 15.01.2015 07:30 (CET)","22758","1","582","22175"
"15.01.2015 07:30 - 15.01.2015 07:45 (CET)","23164","2","585","22577"
"15.01.2015 07:45 - 15.01.2015 08:00 (CET)","23573","2","587","22984"
"15.01.2015 08:00 - 15.01.2015 08:15 (CET)","23968","19","592","23357"
"15.01.2015 08:15 - 15.01.2015 08:30 (CET)","24340","65","590","23685"
"15.01.2015 08:30 - 15.01.2015 08:45 (CET)","24756","156","590","24010"
"15.01.2015 08:45 - 15.01.2015 09:00 (CET)","25239","321","588","24330"
"15.01.2015 09:00 - 15.01.2015 09:15 (CET)","25744","538","588","24618"
"15.01.2015 09:15 - 15.01.2015 09:30 (CET)","26244","787","591","24866"
"15.01.2015 09:30 - 15.01.2015 09:45 (CET)","26749","1031","596","25122"
"15.01.2015 09:45 - 15.01.2015 10:00 (CET)","27272","1299","600","25373"
"15.01.2015 10:00 - 15.01.2015 10:15 (CET)","27746","1552","603","25591"
"15.01.2015 10:15 - 15.01.2015 10:30 (CET)","28189","1811","612","25766"
"15.01.2015 10:30 - 15.01.2015 10:45 (CET)","28605","2060","621","25924"
"15.01.2015 10:45 - 15.01.2015 11:00 (CET)","28966","2265","630","26071"
"15.01.2015 11:00 - 15.01.2015 11:15 (CET)","29336","2467","639","26230"
"15.01.2015 11:15 - 15.01.2015 11:30 (CET)","29635","2638","639","26358"
"15.01.2015 11:30 - 15.01.2015 11:45 (CET)","29906","2784","639","26483"
"15.01.2015 11:45 - 15.01.2015 12:00 (CET)","30180","2939","641","26600"
"15.01.2015 12:00 - 15.01.2015 12:15 (CET)","30361","3020","635","26706"
"15.01.2015 12:15 - 15.01.2015 12:30 (CET)","30427","3042","635","26750"
"15.01.2015 12:30 - 15.01.2015 12:45 (CET)","30461","3057","636","26768"
"15.01.2015 12:45 - 15.01.2015 13:00 (CET)","30409","3028","636","26745"
"15.01.2015 13:00 - 15.01.2015 13:15 (CET)","30407","2979","637","26791"
"15.01.2015 13:15 - 15.01.2015 13:30 (CET)","30326","2899","637","26790"
"15.01.2015 13:30 - 15.01.2015 13:45 (CET)","30227","2818","638","26771"
"15.01.2015 13:45 - 15.01.2015 14:00 (CET)","30107","2685","638","26784"
"15.01.2015 14:00 - 15.01.2015 14:15 (CET)","29884","2512","639","26733"
"15.01.2015 14:15 - 15.01.2015 14:30 (CET)","29566","2298","639","26629"
"15.01.2015 14:30 - 15.01.2015 14:45 (CET)","29204","2075","639","26490"
"15.01.2015 14:45 - 15.01.2015 15:00 (CET)","28793","1781","640","26372"
"15.01.2015 15:00 - 15.01.2015 15:15 (CET)","28391","1474","639","26278"
"15.01.2015 15:15 - 15.01.2015 15:30 (CET)","27969","1169","639","26161"
"15.01.2015 15:30 - 15.01.2015 15:45 (CET)","27529","875","638","26016"
"15.01.2015 15:45 - 15.01.2015 16:00 (CET)","27144","628","637","25879"
"15.01.2015 16:00 - 15.01.2015 16:15 (CET)","26821","415","636","25770"
"15.01.2015 16:15 - 15.01.2015 16:30 (CET)","26578","229","636","25713"
"15.01.2015 16:30 - 15.01.2015 16:45 (CET)","26362","84","635","25643"
"15.01.2015 16:45 - 15.01.2015 17:00 (CET)","26224","27","634","25563"
"15.01.2015 17:00 - 15.01.2015 17:15 (CET)","26120","3","628","25489"
"15.01.2015 17:15 - 15.01.2015 17:30 (CET)","26027","2","629","25396"
"15.01.2015 17:30 - 15.01.2015 17:45 (CET)","25930","1","630","25299"
"15.01.2015 17:45 - 15.01.2015 18:00 (CET)","25847","0","630","25217"
"15.01.2015 18:00 - 15.01.2015 18:15 (CET)","25718","0","631","25087"
"15.01.2015 18:15 - 15.01.2015 18:30 (CET)","25559","0","633","24926"
"15.01.2015 18:30 - 15.01.2015 18:45 (CET)","25383","0","634","24749"
"15.01.2015 18:45 - 15.01.2015 19:00 (CET)","25199","0","634","24565"
"15.01.2015 19:00 - 15.01.2015 19:15 (CET)","25045","0","635","24410"
"15.01.2015 19:15 - 15.01.2015 19:30 (CET)","24861","0","636","24225"
"15.01.2015 19:30 - 15.01.2015 19:45 (CET)","24650","0","636","24014"
"15.01.2015 19:45 - 15.01.2015 20:00 (CET)","24461","0","637","23824"
"15.01.2015 20:00 - 15.01.2015 20:15 (CET)","24529","0","637","23892"
"15.01.2015 20:15 - 15.01.2015 20:30 (CET)","24339","0","637","23702"
"15.01.2015 20:30 - 15.01.2015 20:45 (CET)","24142","0","637","23505"
"15.01.2015 20:45 - 15.01.2015 21:00 (CET)","23967","0","638","23329"
"15.01.2015 21:00 - 15.01.2015 21:15 (CET)","23822","0","638","23184"
"15.01.2015 21:15 - 15.01.2015 21:30 (CET)","23641","0","636","23005"
"15.01.2015 21:30 - 15.01.2015 21:45 (CET)","23422","0","636","22786"
"15.01.2015 21:45 - 15.01.2015 22:00 (CET)","23216","0","634","22582"
"15.01.2015 22:00 - 15.01.2015 22:15 (CET)","23030","0","631","22399"
"15.01.2015 22:15 - 15.01.2015 22:30 (CET)","22876","0","624","22252"
"15.01.2015 22:30 - 15.01.2015 22:45 (CET)","22684","0","617","22067"
"15.01.2015 22:45 - 15.01.2015 23:00 (CET)","22514","0","610","21904"
"15.01.2015 23:00 - 15.01.2015 23:15 (CET)","22366","0","616","21750"
"15.01.2015 23:15 - 15.01.2015 23:30 (CET)","22215","0","601","21614"
"15.01.2015 23:30 - 15.01.2015 23:45 (CET)","22066","0","586","21480"
"15.01.2015 23:45 - 16.01.2015 00:00 (CET)","21916","0","571","21345"
"16.01.2015 00:00 - 16.01.2015 00:15 (CET)","22037","0","559","21478"
"16.01.2015 00:15 - 16.01.2015 00:30 (CET)","21906","0","553","21353"
"16.01.2015 00:30 - 16.01.2015 00:45 (CET)","21790","0","546","21244"
"16.01.2015 00:45 - 16.01.2015 01:00 (CET)","21671","0","541","21130"
"16.01.2015 01:00 - 16.01.2015 01:15 (CET)","22525","0","535","21990"
"16.01.2015 01:15 - 16.01.2015 01:30 (CET)","22367","0","534","21833"
"16.01.2015 01:30 - 16.01.2015 01:45 (CET)","22201","0","530","21671"
"16.01.2015 01:45 - 16.01.2015 02:00 (CET)","22040","0","527","21513"
"16.01.2015 02:00 - 16.01.2015 02:15 (CET)","21858","0","526","21332"
"16.01.2015 02:15 - 16.01.2015 02:30 (CET)","21675","0","536","21139"
"16.01.2015 02:30 - 16.01.2015 02:45 (CET)","21483","0","543","20940"
"16.01.2015 02:45 - 16.01.2015 03:00 (CET)","21267","0","552","20715"
"16.01.2015 03:00 - 16.01.2015 03:15 (CET)","21040","0","562","20478"
"16.01.2015 03:15 - 16.01.2015 03:30 (CET)","20804","0","569","20235"
"16.01.2015 03:30 - 16.01.2015 03:45 (CET)","20540","0","574","19966"
"16.01.2015 03:45 - 16.01.2015 04:00 (CET)","20274","0","580","19694"
"16.01.2015 04:00 - 16.01.2015 04:15 (CET)","19975","0","586","19389"
"16.01.2015 04:15 - 16.01.2015 04:30 (CET)","19777","0","591","19186"
"16.01.2015 04:30 - 16.01.2015 04:45 (CET)","19567","0","594","18973"
"16.01.2015 04:45 - 16.01.2015 05:00 (CET)","19361","0","599","18762"
"16.01.2015 05:00 - 16.01.2015 05:15 (CET)","19149","0","601","18548"
"16.01.2015 05:15 - 16.01.2015 05:30 (CET)","18945","0","605","18340"
"16.01.2015 05:30 - 16.01.2015 05:45 (CET)","18695","0","608","18087"
"16.01.2015 05:45 - 16.01.2015 06:00 (CET)","18447","0","610","17837"
"16.01.2015 06:00 - 16.01.2015 06:15 (CET)","18186","0","600","17586"
"16.01.2015 06:15 - 16.01.2015 06:30 (CET)","17929","0","603","17326"
"16.01.2015 06:30 - 16.01.2015 06:45 (CET)","17665","0","608","17057"
"16.01.2015 06:45 - 16.01.2015 07:00 (CET)","17394","0","611","16783"
"16.01.2015 07:00 - 16.01.2015 07:15 (CET)","17100","2","616","16482"
"16.01.2015 07:15 - 16.01.2015 07:30 (CET)","16778","5","621","16152"
"16.01.2015 07:30 - 16.01.2015 07:45 (CET)","16436","7","626","15803"
"16.01.2015 07:45 - 16.01.2015 08:00 (CET)","16097","10","631","15456"
"16.01.2015 08:00 - 16.01.2015 08:15 (CET)","15821","49","633","15139"
"16.01.2015 08:15 - 16.01.2015 08:30 (CET)","15630","165","634","14831"
"16.01.2015 08:30 - 16.01.2015 08:45 (CET)","15471","350","634","14487"
"16.01.2015 08:45 - 16.01.2015 09:00 (CET)","15456","651","635","14170"
"16.01.2015 09:00 - 16.01.2015 09:15 (CET)","15514","1038","635","13841"
"16.01.2015 09:15 - 16.01.2015 09:30 (CET)","15610","1486","634","13490"
"16.01.2015 09:30 - 16.01.2015 09:45 (CET)","15720","1954","634","13132"
"16.01.2015 09:45 - 16.01.2015 10:00 (CET)","15904","2492","636","12776"
"16.01.2015 10:00 - 16.01.2015 10:15 (CET)","16120","3016","636","12468"
"16.01.2015 10:15 - 16.01.2015 10:30 (CET)","16308","3525","634","12149"
"16.01.2015 10:30 - 16.01.2015 10:45 (CET)","16431","4012","632","11787"
"16.01.2015 10:45 - 16.01.2015 11:00 (CET)","16468","4402","632","11434"
"16.01.2015 11:00 - 16.01.2015 11:15 (CET)","16494","4751","632","11111"
"16.01.2015 11:15 - 16.01.2015 11:30 (CET)","16464","5049","630","10785"
"16.01.2015 11:30 - 16.01.2015 11:45 (CET)","16369","5283","629","10457"
"16.01.2015 11:45 - 16.01.2015 12:00 (CET)","16167","5413","627","10127"
"16.01.2015 12:00 - 16.01.2015 12:15 (CET)","15873","5455","624","9794"
"16.01.2015 12:15 - 16.01.2015 12:30 (CET)","15477","5414","622","9441"
"16.01.2015 12:30 - 16.01.2015 12:45 (CET)","15027","5337","621","9069"
"16.01.2015 12:45 - 16.01.2015 13:00 (CET)","14510","5188","619","8703"
"16.01.2015 13:00 - 16.01.2015 13:15 (CET)","13930","4968","618","8344"
"16.01.2015 13:15 - 16.01.2015 13:30 (CET)","13295","4668","615","8012"
"16.01.2015 13:30 - 16.01.2015 13:45 (CET)","12601","4330","610","7661"
"16.01.2015 13:45 - 16.01.2015 14:00 (CET)","11899","3961","605","7333"
"16.01.2015 14:00 - 16.01.2015 14:15 (CET)","11214","3580","601","7033"
"16.01.2015 14:15 - 16.01.2015 14:30 (CET)","10525","3171","593","6761"
"16.01.2015 14:30 - 16.01.2015 14:45 (CET)","9841","2774","582","6485"
"16.01.2015 14:45 - 16.01.2015 15:00 (CET)","9123","2331","575","6217"
"16.01.2015 15:00 - 16.01.2015 15:15 (CET)","8421","1894","574","5953"
"16.01.2015 15:15 - 16.01.2015 15:30 (CET)","7700","1458","562","5680"
"16.01.2015 15:30 - 16.01.2015 15:45 (CET)","6971","1033","547","5391"
"16.01.2015 15:45 - 16.01.2015 16:00 (CET)","6329","701","535","5093"
"16.01.2015 16:00 - 16.01.2015 16:15 (CET)","5808","431","516","4861"
"16.01.2015 16:15 - 16.01.2015 16:30 (CET)","5444","233","496","4715"
"16.01.2015 16:30 - 16.01.2015 16:45 (CET)","5147","92","478","4577"
"16.01.2015 16:45 - 16.01.2015 17:00 (CET)","4921","30","457","4434"
"16.01.2015 17:00 - 16.01.2015 17:15 (CET)","4788","1","436","4351"
"16.01.2015 17:15 - 16.01.2015 17:30 (CET)","4712","1","416","4295"
"16.01.2015 17:30 - 16.01.2015 17:45 (CET)","4658","1","395","4262"
"16.01.2015 17:45 - 16.01.2015 18:00 (CET)","4604","0","376","4228"
"16.01.2015 18:00 - 16.01.2015 18:15 (CET)","4587","0","359","4228"
"16.01.2015 18:15 - 16.01.2015 18:30 (CET)","4579","0","348","4231"
"16.01.2015 18:30 - 16.01.2015 18:45 (CET)","4575","0","338","4237"
"16.01.2015 18:45 - 16.01.2015 19:00 (CET)","4560","0","326","4234"
"16.01.2015 19:00 - 16.01.2015 19:15 (CET)","4531","0","319","4212"
"16.01.2015 19:15 - 16.01.2015 19:30 (CET)","4497","0","317","4180"
"16.01.2015 19:30 - 16.01.2015 19:45 (CET)","4465","0","318","4147"
"16.01.2015 19:45 - 16.01.2015 20:00 (CET)","4438","0","317","4121"
"16.01.2015 20:00 - 16.01.2015 20:15 (CET)","4449","0","318","4131"
"16.01.2015 20:15 - 16.01.2015 20:30 (CET)","4417","0","320","4097"
"16.01.2015 20:30 - 16.01.2015 20:45 (CET)","4376","0","321","4055"
"16.01.2015 20:45 - 16.01.2015 21:00 (CET)","4351","0","324","4027"
"16.01.2015 21:00 - 16.01.2015 21:15 (CET)","4313","0","327","3986"
"16.01.2015 21:15 - 16.01.2015 21:30 (CET)","4303","0","330","3973"
"16.01.2015 21:30 - 16.01.2015 21:45 (CET)","4296","0","336","3960"
"16.01.2015 21:45 - 16.01.2015 22:00 (CET)","4286","0","339","3947"
"16.01.2015 22:00 - 16.01.2015 22:15 (CET)","4270","0","356","3914"
"16.01.2015 22:15 - 16.01.2015 22:30 (CET)","4223","0","359","3864"
"16.01.2015 22:30 - 16.01.2015 22:45 (CET)","4166","0","362","3804"
"16.01.2015 22:45 - 16.01.2015 23:00 (CET)","4119","0","364","3755"
"16.01.2015 23:00 - 16.01.2015 23:15 (CET)","4108","0","398","3710"
"16.01.2015 23:15 - 16.01.2015 23:30 (CET)","4125","0","410","3715"
"16.01.2015 23:30 - 16.01.2015 23:45 (CET)","4127","0","422","3705"
"16.01.2015 23:45 - 17.01.2015 00:00 (CET)","4124","0","434","3690"
"17.01.2015 00:00 - 17.01.2015 00:15 (CET)","6913","0","440","6473"
"17.01.2015 00:15 - 17.01.2015 00:30 (CET)","6898","0","453","6445"
"17.01.2015 00:30 - 17.01.2015 00:45 (CET)","6897","0","465","6432"
"17.01.2015 00:45 - 17.01.2015 01:00 (CET)","6897","0","476","6421"
"17.01.2015 01:00 - 17.01.2015 01:15 (CET)","7592","0","486","7106"
"17.01.2015 01:15 - 17.01.2015 01:30 (CET)","7588","0","488","7100"
"17.01.2015 01:30 - 17.01.2015 01:45 (CET)","7582","0","491","7091"
"17.01.2015 01:45 - 17.01.2015 02:00 (CET)","7587","0","494","7093"
"17.01.2015 02:00 - 17.01.2015 02:15 (CET)","7581","0","495","7086"
"17.01.2015 02:15 - 17.01.2015 02:30 (CET)","7587","0","494","7093"
"17.01.2015 02:30 - 17.01.2015 02:45 (CET)","7592","0","491","7101"
"17.01.2015 02:45 - 17.01.2015 03:00 (CET)","7596","0","490","7106"
"17.01.2015 03:00 - 17.01.2015 03:15 (CET)","7608","0","489","7119"
"17.01.2015 03:15 - 17.01.2015 03:30 (CET)","7640","0","487","7153"
"17.01.2015 03:30 - 17.01.2015 03:45 (CET)","7686","0","485","7201"
"17.01.2015 03:45 - 17.01.2015 04:00 (CET)","7696","0","480","7216"
"17.01.2015 04:00 - 17.01.2015 04:15 (CET)","7764","0","478","7286"
"17.01.2015 04:15 - 17.01.2015 04:30 (CET)","7799","0","478","7321"
"17.01.2015 04:30 - 17.01.2015 04:45 (CET)","7824","0","477","7347"
"17.01.2015 04:45 - 17.01.2015 05:00 (CET)","7856","0","477","7379"
"17.01.2015 05:00 - 17.01.2015 05:15 (CET)","7892","0","478","7414"
"17.01.2015 05:15 - 17.01.2015 05:30 (CET)","7923","0","479","7444"
"17.01.2015 05:30 - 17.01.2015 05:45 (CET)","7936","0","479","7457"
"17.01.2015 05:45 - 17.01.2015 06:00 (CET)","7967","0","481","7486"
