"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"13.11.2015 21:00 - 13.11.2015 21:15","66169","68568"
"13.11.2015 21:15 - 13.11.2015 21:30","65848","67661"
"13.11.2015 21:30 - 13.11.2015 21:45","65094","66316"
"13.11.2015 21:45 - 13.11.2015 22:00","63968","65513"
"13.11.2015 22:00 - 13.11.2015 22:15","63368","64969"
"13.11.2015 22:15 - 13.11.2015 22:30","62617","64675"
"13.11.2015 22:30 - 13.11.2015 22:45","61541","63372"
"13.11.2015 22:45 - 13.11.2015 23:00","60244","62730"
"13.11.2015 23:00 - 13.11.2015 23:15","58946","61583"
"13.11.2015 23:15 - 13.11.2015 23:30","57773","59877"
"13.11.2015 23:30 - 13.11.2015 23:45","56684","58903"
"13.11.2015 23:45 - 14.11.2015 00:00","55354","58460"
"14.11.2015 00:00 - 14.11.2015 00:15","54867","57346"
"14.11.2015 00:15 - 14.11.2015 00:30","54044","56067"
"14.11.2015 00:30 - 14.11.2015 00:45","53280","55076"
"14.11.2015 00:45 - 14.11.2015 01:00","52773","54443"
"14.11.2015 01:00 - 14.11.2015 01:15","51790","53541"
"14.11.2015 01:15 - 14.11.2015 01:30","51289","52596"
"14.11.2015 01:30 - 14.11.2015 01:45","50670","52284"
"14.11.2015 01:45 - 14.11.2015 02:00","50619","52155"
"14.11.2015 02:00 - 14.11.2015 02:15","50346","51722"
"14.11.2015 02:15 - 14.11.2015 02:30","50006","51288"
"14.11.2015 02:30 - 14.11.2015 02:45","49798","51618"
"14.11.2015 02:45 - 14.11.2015 03:00","49525","51854"
"14.11.2015 03:00 - 14.11.2015 03:15","49533","51318"
"14.11.2015 03:15 - 14.11.2015 03:30","49497","51519"
"14.11.2015 03:30 - 14.11.2015 03:45","49469","51787"
"14.11.2015 03:45 - 14.11.2015 04:00","49568","51699"
"14.11.2015 04:00 - 14.11.2015 04:15","49781","51727"
"14.11.2015 04:15 - 14.11.2015 04:30","50016","51769"
"14.11.2015 04:30 - 14.11.2015 04:45","49748","52126"
"14.11.2015 04:45 - 14.11.2015 05:00","49933","52063"
"14.11.2015 05:00 - 14.11.2015 05:15","50686","52479"
"14.11.2015 05:15 - 14.11.2015 05:30","50515","52388"
"14.11.2015 05:30 - 14.11.2015 05:45","50832","52473"
"14.11.2015 05:45 - 14.11.2015 06:00","50827","52644"
"14.11.2015 06:00 - 14.11.2015 06:15","51720","52943"
"14.11.2015 06:15 - 14.11.2015 06:30","52377","54036"
"14.11.2015 06:30 - 14.11.2015 06:45","53453","54729"
"14.11.2015 06:45 - 14.11.2015 07:00","54195","55730"
"14.11.2015 07:00 - 14.11.2015 07:15","55718","57425"
"14.11.2015 07:15 - 14.11.2015 07:30","56493","57790"
"14.11.2015 07:30 - 14.11.2015 07:45","58538","58543"
"14.11.2015 07:45 - 14.11.2015 08:00","59165","59398"
"14.11.2015 08:00 - 14.11.2015 08:15","60556","60182"
"14.11.2015 08:15 - 14.11.2015 08:30","61230","61082"
"14.11.2015 08:30 - 14.11.2015 08:45","61958","62278"
"14.11.2015 08:45 - 14.11.2015 09:00","62730","62839"
"14.11.2015 09:00 - 14.11.2015 09:15","63704","63675"
"14.11.2015 09:15 - 14.11.2015 09:30","64701","64484"
"14.11.2015 09:30 - 14.11.2015 09:45","65052","65286"
"14.11.2015 09:45 - 14.11.2015 10:00","65299","66083"
"14.11.2015 10:00 - 14.11.2015 10:15","66237","66564"
"14.11.2015 10:15 - 14.11.2015 10:30","66320","67287"
"14.11.2015 10:30 - 14.11.2015 10:45","66802","67436"
"14.11.2015 10:45 - 14.11.2015 11:00","66916","67619"
"14.11.2015 11:00 - 14.11.2015 11:15","66356","67838"
"14.11.2015 11:15 - 14.11.2015 11:30","67294","68134"
"14.11.2015 11:30 - 14.11.2015 11:45","66473","68666"
"14.11.2015 11:45 - 14.11.2015 12:00","67161","68405"
"14.11.2015 12:00 - 14.11.2015 12:15","67321","67702"
"14.11.2015 12:15 - 14.11.2015 12:30","66592","68036"
"14.11.2015 12:30 - 14.11.2015 12:45","66038","67481"
"14.11.2015 12:45 - 14.11.2015 13:00","65784","66951"
"14.11.2015 13:00 - 14.11.2015 13:15","65178","66386"
"14.11.2015 13:15 - 14.11.2015 13:30","65078","65745"
"14.11.2015 13:30 - 14.11.2015 13:45","64603","65486"
"14.11.2015 13:45 - 14.11.2015 14:00","63911","64916"
"14.11.2015 14:00 - 14.11.2015 14:15","63260","64041"
"14.11.2015 14:15 - 14.11.2015 14:30","62679","63944"
"14.11.2015 14:30 - 14.11.2015 14:45","62417","63855"
"14.11.2015 14:45 - 14.11.2015 15:00","62095","63218"
"14.11.2015 15:00 - 14.11.2015 15:15","62241","62957"
"14.11.2015 15:15 - 14.11.2015 15:30","62312","62941"
"14.11.2015 15:30 - 14.11.2015 15:45","62042","63067"
"14.11.2015 15:45 - 14.11.2015 16:00","62251","62911"
"14.11.2015 16:00 - 14.11.2015 16:15","62734","63634"
"14.11.2015 16:15 - 14.11.2015 16:30","63433","63881"
"14.11.2015 16:30 - 14.11.2015 16:45","64442","64752"
"14.11.2015 16:45 - 14.11.2015 17:00","65465","66165"
"14.11.2015 17:00 - 14.11.2015 17:15","66647","67042"
"14.11.2015 17:15 - 14.11.2015 17:30","67902","67557"
"14.11.2015 17:30 - 14.11.2015 17:45","68595","67989"
"14.11.2015 17:45 - 14.11.2015 18:00","68860","68226"
"14.11.2015 18:00 - 14.11.2015 18:15","68184","67773"
"14.11.2015 18:15 - 14.11.2015 18:30","68108","67350"
"14.11.2015 18:30 - 14.11.2015 18:45","67914","66830"
"14.11.2015 18:45 - 14.11.2015 19:00","67219","66333"
"14.11.2015 19:00 - 14.11.2015 19:15","66903","65579"
"14.11.2015 19:15 - 14.11.2015 19:30","66002","64897"
"14.11.2015 19:30 - 14.11.2015 19:45","65257","64412"
"14.11.2015 19:45 - 14.11.2015 20:00","64606","63361"
"14.11.2015 20:00 - 14.11.2015 20:15","63212","62246"
"14.11.2015 20:15 - 14.11.2015 20:30","61746","61450"
"14.11.2015 20:30 - 14.11.2015 20:45","60927","60337"
"14.11.2015 20:45 - 14.11.2015 21:00","59757","59659"
"14.11.2015 21:00 - 14.11.2015 21:15","59011","58987"
"14.11.2015 21:15 - 14.11.2015 21:30","58190","58781"
"14.11.2015 21:30 - 14.11.2015 21:45","57871","57853"
"14.11.2015 21:45 - 14.11.2015 22:00","57346","57179"
"14.11.2015 22:00 - 14.11.2015 22:15","57695","57998"
"14.11.2015 22:15 - 14.11.2015 22:30","57176","57299"
"14.11.2015 22:30 - 14.11.2015 22:45","55897","56423"
"14.11.2015 22:45 - 14.11.2015 23:00","55615","55773"
"14.11.2015 23:00 - 14.11.2015 23:15","54381","54547"
"14.11.2015 23:15 - 14.11.2015 23:30","53479","53482"
"14.11.2015 23:30 - 14.11.2015 23:45","52298","52490"
"14.11.2015 23:45 - 15.11.2015 00:00","50943","51451"
"15.11.2015 00:00 - 15.11.2015 00:15","49970","50991"
"15.11.2015 00:15 - 15.11.2015 00:30","49092","50054"
"15.11.2015 00:30 - 15.11.2015 00:45","48426","49321"
"15.11.2015 00:45 - 15.11.2015 01:00","47983","48481"
"15.11.2015 01:00 - 15.11.2015 01:15","47377","47844"
"15.11.2015 01:15 - 15.11.2015 01:30","46780","47011"
"15.11.2015 01:30 - 15.11.2015 01:45","46438","46810"
"15.11.2015 01:45 - 15.11.2015 02:00","46252","46405"
"15.11.2015 02:00 - 15.11.2015 02:15","46044","46084"
"15.11.2015 02:15 - 15.11.2015 02:30","45807","45891"
"15.11.2015 02:30 - 15.11.2015 02:45","45653","45790"
"15.11.2015 02:45 - 15.11.2015 03:00","45555","45714"
"15.11.2015 03:00 - 15.11.2015 03:15","45443","45512"
"15.11.2015 03:15 - 15.11.2015 03:30","45309","45650"
"15.11.2015 03:30 - 15.11.2015 03:45","45369","45429"
"15.11.2015 03:45 - 15.11.2015 04:00","45497","45554"
"15.11.2015 04:00 - 15.11.2015 04:15","45556","45942"
"15.11.2015 04:15 - 15.11.2015 04:30","45796","46081"
"15.11.2015 04:30 - 15.11.2015 04:45","45712","46257"
"15.11.2015 04:45 - 15.11.2015 05:00","45829","46177"
"15.11.2015 05:00 - 15.11.2015 05:15","46144","46322"
"15.11.2015 05:15 - 15.11.2015 05:30","45738","46740"
"15.11.2015 05:30 - 15.11.2015 05:45","45827","46711"
"15.11.2015 05:45 - 15.11.2015 06:00","45723","46490"
"15.11.2015 06:00 - 15.11.2015 06:15","45929","46460"
"15.11.2015 06:15 - 15.11.2015 06:30","46168","46995"
"15.11.2015 06:30 - 15.11.2015 06:45","46583","47191"
"15.11.2015 06:45 - 15.11.2015 07:00","47102","47841"
"15.11.2015 07:00 - 15.11.2015 07:15","48045","48711"
"15.11.2015 07:15 - 15.11.2015 07:30","48420","49173"
"15.11.2015 07:30 - 15.11.2015 07:45","50071","49718"
"15.11.2015 07:45 - 15.11.2015 08:00","50648","50571"
"15.11.2015 08:00 - 15.11.2015 08:15","51813","51770"
"15.11.2015 08:15 - 15.11.2015 08:30","52456","52908"
"15.11.2015 08:30 - 15.11.2015 08:45","53197","54115"
"15.11.2015 08:45 - 15.11.2015 09:00","54218","55002"
"15.11.2015 09:00 - 15.11.2015 09:15","55276","56247"
"15.11.2015 09:15 - 15.11.2015 09:30","56258","57502"
"15.11.2015 09:30 - 15.11.2015 09:45","56555","58162"
"15.11.2015 09:45 - 15.11.2015 10:00","57063","58978"
"15.11.2015 10:00 - 15.11.2015 10:15","57942","59754"
"15.11.2015 10:15 - 15.11.2015 10:30","58635","60656"
"15.11.2015 10:30 - 15.11.2015 10:45","59073","61582"
"15.11.2015 10:45 - 15.11.2015 11:00","59387","62096"
"15.11.2015 11:00 - 15.11.2015 11:15","60093","62837"
"15.11.2015 11:15 - 15.11.2015 11:30","60722","64230"
"15.11.2015 11:30 - 15.11.2015 11:45","61403","64613"
"15.11.2015 11:45 - 15.11.2015 12:00","61337","64522"
"15.11.2015 12:00 - 15.11.2015 12:15","60590","64096"
"15.11.2015 12:15 - 15.11.2015 12:30","60048","63734"
"15.11.2015 12:30 - 15.11.2015 12:45","59609","63128"
"15.11.2015 12:45 - 15.11.2015 13:00","59167","62354"
"15.11.2015 13:00 - 15.11.2015 13:15","58698","61819"
"15.11.2015 13:15 - 15.11.2015 13:30","58334","61020"
"15.11.2015 13:30 - 15.11.2015 13:45","57975","60458"
"15.11.2015 13:45 - 15.11.2015 14:00","57044","59954"
"15.11.2015 14:00 - 15.11.2015 14:15","56818","59359"
"15.11.2015 14:15 - 15.11.2015 14:30","56121","58841"
"15.11.2015 14:30 - 15.11.2015 14:45","55847","58753"
"15.11.2015 14:45 - 15.11.2015 15:00","55439","58453"
"15.11.2015 15:00 - 15.11.2015 15:15","55506","58812"
"15.11.2015 15:15 - 15.11.2015 15:30","55838","58487"
"15.11.2015 15:30 - 15.11.2015 15:45","55493","58350"
"15.11.2015 15:45 - 15.11.2015 16:00","56011","58642"
"15.11.2015 16:00 - 15.11.2015 16:15","56307","59185"
"15.11.2015 16:15 - 15.11.2015 16:30","57133","59600"
"15.11.2015 16:30 - 15.11.2015 16:45","57884","61270"
"15.11.2015 16:45 - 15.11.2015 17:00","59265","62101"
"15.11.2015 17:00 - 15.11.2015 17:15","61003","63815"
"15.11.2015 17:15 - 15.11.2015 17:30","62213","64968"
"15.11.2015 17:30 - 15.11.2015 17:45","63498","65527"
"15.11.2015 17:45 - 15.11.2015 18:00","63928","66191"
"15.11.2015 18:00 - 15.11.2015 18:15","63837","66300"
"15.11.2015 18:15 - 15.11.2015 18:30","64253","66075"
"15.11.2015 18:30 - 15.11.2015 18:45","64181","65857"
"15.11.2015 18:45 - 15.11.2015 19:00","63902","65531"
"15.11.2015 19:00 - 15.11.2015 19:15","63776","65137"
"15.11.2015 19:15 - 15.11.2015 19:30","63224","64321"
"15.11.2015 19:30 - 15.11.2015 19:45","62676","63904"
"15.11.2015 19:45 - 15.11.2015 20:00","62382","63425"
"15.11.2015 20:00 - 15.11.2015 20:15","61841","62586"
"15.11.2015 20:15 - 15.11.2015 20:30","60701","61679"
"15.11.2015 20:30 - 15.11.2015 20:45","60044","60440"
"15.11.2015 20:45 - 15.11.2015 21:00","59165","59499"
"15.11.2015 21:00 - 15.11.2015 21:15","58695","59109"
"15.11.2015 21:15 - 15.11.2015 21:30","58172","58526"
"15.11.2015 21:30 - 15.11.2015 21:45","49730","57801"
"15.11.2015 21:45 - 15.11.2015 22:00","57485","57700"
"15.11.2015 22:00 - 15.11.2015 22:15","58124","59302"
"15.11.2015 22:15 - 15.11.2015 22:30","58006","58329"
"15.11.2015 22:30 - 15.11.2015 22:45","56895","57647"
"15.11.2015 22:45 - 15.11.2015 23:00","56194","56633"
"15.11.2015 23:00 - 15.11.2015 23:15","55254","55500"
"15.11.2015 23:15 - 15.11.2015 23:30","53979","54222"
"15.11.2015 23:30 - 15.11.2015 23:45","53285","53230"
"15.11.2015 23:45 - 16.11.2015 00:00","52061","52440"
"16.11.2015 00:00 - 16.11.2015 00:15","50433","51589"
"16.11.2015 00:15 - 16.11.2015 00:30","49770","50705"
"16.11.2015 00:30 - 16.11.2015 00:45","49051","50007"
"16.11.2015 00:45 - 16.11.2015 01:00","48497","49523"
"16.11.2015 01:00 - 16.11.2015 01:15","47806","49098"
"16.11.2015 01:15 - 16.11.2015 01:30","47461","48429"
"16.11.2015 01:30 - 16.11.2015 01:45","47097","48420"
"16.11.2015 01:45 - 16.11.2015 02:00","46994","48433"
"16.11.2015 02:00 - 16.11.2015 02:15","47040","48408"
"16.11.2015 02:15 - 16.11.2015 02:30","46792","48380"
"16.11.2015 02:30 - 16.11.2015 02:45","46768","48046"
"16.11.2015 02:45 - 16.11.2015 03:00","46723","47775"
"16.11.2015 03:00 - 16.11.2015 03:15","46988","47742"
"16.11.2015 03:15 - 16.11.2015 03:30","47242","48163"
"16.11.2015 03:30 - 16.11.2015 03:45","47339","48817"
"16.11.2015 03:45 - 16.11.2015 04:00","47686","49387"
"16.11.2015 04:00 - 16.11.2015 04:15","48355","50441"
"16.11.2015 04:15 - 16.11.2015 04:30","49258","50914"
"16.11.2015 04:30 - 16.11.2015 04:45","49738","51854"
"16.11.2015 04:45 - 16.11.2015 05:00","50583","52610"
"16.11.2015 05:00 - 16.11.2015 05:15","52907","54927"
"16.11.2015 05:15 - 16.11.2015 05:30","53526","56019"
"16.11.2015 05:30 - 16.11.2015 05:45","55338","57845"
"16.11.2015 05:45 - 16.11.2015 06:00","57444","59664"
"16.11.2015 06:00 - 16.11.2015 06:15","61221","63987"
"16.11.2015 06:15 - 16.11.2015 06:30","63784","67255"
"16.11.2015 06:30 - 16.11.2015 06:45","66390","69267"
"16.11.2015 06:45 - 16.11.2015 07:00","68514","71425"
"16.11.2015 07:00 - 16.11.2015 07:15","71183","74138"
"16.11.2015 07:15 - 16.11.2015 07:30","71873","75716"
"16.11.2015 07:30 - 16.11.2015 07:45","73077","76232"
"16.11.2015 07:45 - 16.11.2015 08:00","73598","77071"
"16.11.2015 08:00 - 16.11.2015 08:15","75079","78109"
"16.11.2015 08:15 - 16.11.2015 08:30","75326","77914"
"16.11.2015 08:30 - 16.11.2015 08:45","75357","79002"
"16.11.2015 08:45 - 16.11.2015 09:00","65389","79378"
"16.11.2015 09:00 - 16.11.2015 09:15","75484","78971"
"16.11.2015 09:15 - 16.11.2015 09:30","75748","79170"
"16.11.2015 09:30 - 16.11.2015 09:45","76385","79318"
"16.11.2015 09:45 - 16.11.2015 10:00","76552","79554"
"16.11.2015 10:00 - 16.11.2015 10:15","77016","79371"
"16.11.2015 10:15 - 16.11.2015 10:30","76961","79806"
"16.11.2015 10:30 - 16.11.2015 10:45","77781","80208"
"16.11.2015 10:45 - 16.11.2015 11:00","77982","80831"
"16.11.2015 11:00 - 16.11.2015 11:15","77470","81580"
"16.11.2015 11:15 - 16.11.2015 11:30","78617","81936"
"16.11.2015 11:30 - 16.11.2015 11:45","78256","81889"
"16.11.2015 11:45 - 16.11.2015 12:00","78788","82272"
"16.11.2015 12:00 - 16.11.2015 12:15","77756","81253"
"16.11.2015 12:15 - 16.11.2015 12:30","77625","81198"
"16.11.2015 12:30 - 16.11.2015 12:45","77276","81035"
"16.11.2015 12:45 - 16.11.2015 13:00","77663","80829"
"16.11.2015 13:00 - 16.11.2015 13:15","78537","80800"
"16.11.2015 13:15 - 16.11.2015 13:30","77553","80384"
"16.11.2015 13:30 - 16.11.2015 13:45","77365","79887"
"16.11.2015 13:45 - 16.11.2015 14:00","76821","79145"
"16.11.2015 14:00 - 16.11.2015 14:15","76257","79209"
"16.11.2015 14:15 - 16.11.2015 14:30","76271","79101"
"16.11.2015 14:30 - 16.11.2015 14:45","76148","79110"
"16.11.2015 14:45 - 16.11.2015 15:00","75431","78908"
"16.11.2015 15:00 - 16.11.2015 15:15","75950","78782"
"16.11.2015 15:15 - 16.11.2015 15:30","75299","78328"
"16.11.2015 15:30 - 16.11.2015 15:45","75023","78204"
"16.11.2015 15:45 - 16.11.2015 16:00","74420","77822"
"16.11.2015 16:00 - 16.11.2015 16:15","74947","78071"
"16.11.2015 16:15 - 16.11.2015 16:30","75250","78544"
"16.11.2015 16:30 - 16.11.2015 16:45","75935","78917"
"16.11.2015 16:45 - 16.11.2015 17:00","76929","80175"
"16.11.2015 17:00 - 16.11.2015 17:15","77795","81098"
"16.11.2015 17:15 - 16.11.2015 17:30","79075","81599"
"16.11.2015 17:30 - 16.11.2015 17:45","79120","81779"
"16.11.2015 17:45 - 16.11.2015 18:00","79498","81802"
"16.11.2015 18:00 - 16.11.2015 18:15","79104","81376"
"16.11.2015 18:15 - 16.11.2015 18:30","78388","80566"
"16.11.2015 18:30 - 16.11.2015 18:45","78667","80570"
"16.11.2015 18:45 - 16.11.2015 19:00","78331","80031"
"16.11.2015 19:00 - 16.11.2015 19:15","77818","79429"
"16.11.2015 19:15 - 16.11.2015 19:30","77033","78473"
"16.11.2015 19:30 - 16.11.2015 19:45","76284","77828"
"16.11.2015 19:45 - 16.11.2015 20:00","75633","77074"
"16.11.2015 20:00 - 16.11.2015 20:15","74100","75312"
"16.11.2015 20:15 - 16.11.2015 20:30","62205","73712"
"16.11.2015 20:30 - 16.11.2015 20:45","71667","72617"
"16.11.2015 20:45 - 16.11.2015 21:00","70683","71563"
"16.11.2015 21:00 - 16.11.2015 21:15","59770","70194"
"16.11.2015 21:15 - 16.11.2015 21:30","68371","69500"
"16.11.2015 21:30 - 16.11.2015 21:45","67360","68540"
"16.11.2015 21:45 - 16.11.2015 22:00","66208","67385"
"16.11.2015 22:00 - 16.11.2015 22:15","65312","67362"
"16.11.2015 22:15 - 16.11.2015 22:30","64171","66397"
"16.11.2015 22:30 - 16.11.2015 22:45","62995","64733"
"16.11.2015 22:45 - 16.11.2015 23:00","61687","63204"
"16.11.2015 23:00 - 16.11.2015 23:15","60040","61740"
"16.11.2015 23:15 - 16.11.2015 23:30","58645","60497"
"16.11.2015 23:30 - 16.11.2015 23:45","57479","59143"
"16.11.2015 23:45 - 17.11.2015 00:00","56250","57920"
"17.11.2015 00:00 - 17.11.2015 00:15","55337","56531"
"17.11.2015 00:15 - 17.11.2015 00:30","54485","55341"
"17.11.2015 00:30 - 17.11.2015 00:45","53729","54909"
"17.11.2015 00:45 - 17.11.2015 01:00","53173","54571"
"17.11.2015 01:00 - 17.11.2015 01:15","52354","53916"
"17.11.2015 01:15 - 17.11.2015 01:30","51965","53425"
"17.11.2015 01:30 - 17.11.2015 01:45","51686","53177"
"17.11.2015 01:45 - 17.11.2015 02:00","51643","52640"
"17.11.2015 02:00 - 17.11.2015 02:15","51510","52465"
"17.11.2015 02:15 - 17.11.2015 02:30","51162","52668"
"17.11.2015 02:30 - 17.11.2015 02:45","51213","52560"
"17.11.2015 02:45 - 17.11.2015 03:00","51242","52543"
"17.11.2015 03:00 - 17.11.2015 03:15","44262","52625"
"17.11.2015 03:15 - 17.11.2015 03:30","51548","52678"
"17.11.2015 03:30 - 17.11.2015 03:45","51797","53148"
"17.11.2015 03:45 - 17.11.2015 04:00","52226","53264"
"17.11.2015 04:00 - 17.11.2015 04:15","52589","54316"
"17.11.2015 04:15 - 17.11.2015 04:30","53397","54731"
"17.11.2015 04:30 - 17.11.2015 04:45","53727","55193"
"17.11.2015 04:45 - 17.11.2015 05:00","54376","55820"
"17.11.2015 05:00 - 17.11.2015 05:15","56356","56956"
"17.11.2015 05:15 - 17.11.2015 05:30","56838","58025"
"17.11.2015 05:30 - 17.11.2015 05:45","58338","59771"
"17.11.2015 05:45 - 17.11.2015 06:00","59896","61090"
"17.11.2015 06:00 - 17.11.2015 06:15","63432","65085"
"17.11.2015 06:15 - 17.11.2015 06:30","66403","68255"
"17.11.2015 06:30 - 17.11.2015 06:45","59484","70958"
"17.11.2015 06:45 - 17.11.2015 07:00","70496","72906"
"17.11.2015 07:00 - 17.11.2015 07:15","73062","74996"
"17.11.2015 07:15 - 17.11.2015 07:30","73367","76056"
"17.11.2015 07:30 - 17.11.2015 07:45","74207","77021"
"17.11.2015 07:45 - 17.11.2015 08:00","74921","77702"
"17.11.2015 08:00 - 17.11.2015 08:15","76178","78148"
"17.11.2015 08:15 - 17.11.2015 08:30","76338","78705"
"17.11.2015 08:30 - 17.11.2015 08:45","76242","79076"
"17.11.2015 08:45 - 17.11.2015 09:00","76629","78719"
"17.11.2015 09:00 - 17.11.2015 09:15","76357","78956"
"17.11.2015 09:15 - 17.11.2015 09:30","76525","79167"
"17.11.2015 09:30 - 17.11.2015 09:45","77118","79484"
"17.11.2015 09:45 - 17.11.2015 10:00","77316","79422"
"17.11.2015 10:00 - 17.11.2015 10:15","77713","79846"
"17.11.2015 10:15 - 17.11.2015 10:30","77844","80054"
"17.11.2015 10:30 - 17.11.2015 10:45","78435","80810"
"17.11.2015 10:45 - 17.11.2015 11:00","78617","80916"
"17.11.2015 11:00 - 17.11.2015 11:15","78654","81415"
"17.11.2015 11:15 - 17.11.2015 11:30","79187","81767"
"17.11.2015 11:30 - 17.11.2015 11:45","79461","82051"
"17.11.2015 11:45 - 17.11.2015 12:00","79530","81941"
"17.11.2015 12:00 - 17.11.2015 12:15","78801","81367"
"17.11.2015 12:15 - 17.11.2015 12:30","78482","81227"
"17.11.2015 12:30 - 17.11.2015 12:45","78233","81387"
"17.11.2015 12:45 - 17.11.2015 13:00","78798","81187"
"17.11.2015 13:00 - 17.11.2015 13:15","78829","81583"
"17.11.2015 13:15 - 17.11.2015 13:30","67739","81384"
"17.11.2015 13:30 - 17.11.2015 13:45","77761","80803"
"17.11.2015 13:45 - 17.11.2015 14:00","76971","80269"
"17.11.2015 14:00 - 17.11.2015 14:15","76622","79635"
"17.11.2015 14:15 - 17.11.2015 14:30","76532","79512"
"17.11.2015 14:30 - 17.11.2015 14:45","76062","79931"
"17.11.2015 14:45 - 17.11.2015 15:00","75871","79575"
"17.11.2015 15:00 - 17.11.2015 15:15","75692","79824"
"17.11.2015 15:15 - 17.11.2015 15:30","75435","79923"
"17.11.2015 15:30 - 17.11.2015 15:45","75269","79839"
"17.11.2015 15:45 - 17.11.2015 16:00","74364","79147"
"17.11.2015 16:00 - 17.11.2015 16:15","75235","78853"
"17.11.2015 16:15 - 17.11.2015 16:30","75222","79129"
"17.11.2015 16:30 - 17.11.2015 16:45","76244","80006"
"17.11.2015 16:45 - 17.11.2015 17:00","77128","81150"
"17.11.2015 17:00 - 17.11.2015 17:15","78236","82367"
"17.11.2015 17:15 - 17.11.2015 17:30","79541","82358"
"17.11.2015 17:30 - 17.11.2015 17:45","79891","82464"
"17.11.2015 17:45 - 17.11.2015 18:00","80051","83684"
"17.11.2015 18:00 - 17.11.2015 18:15","79736","83013"
"17.11.2015 18:15 - 17.11.2015 18:30","78841","82002"
"17.11.2015 18:30 - 17.11.2015 18:45","79171","81654"
"17.11.2015 18:45 - 17.11.2015 19:00","79062","80833"
"17.11.2015 19:00 - 17.11.2015 19:15","78118","80505"
"17.11.2015 19:15 - 17.11.2015 19:30","77178","79720"
"17.11.2015 19:30 - 17.11.2015 19:45","76560","79018"
"17.11.2015 19:45 - 17.11.2015 20:00","75571","78268"
"17.11.2015 20:00 - 17.11.2015 20:15","73971","76482"
"17.11.2015 20:15 - 17.11.2015 20:30","72449","75524"
"17.11.2015 20:30 - 17.11.2015 20:45","71296","75200"
"17.11.2015 20:45 - 17.11.2015 21:00","69947","73735"
"17.11.2015 21:00 - 17.11.2015 21:15","68959","72296"
"17.11.2015 21:15 - 17.11.2015 21:30","68380","71574"
"17.11.2015 21:30 - 17.11.2015 21:45","67405","70544"
"17.11.2015 21:45 - 17.11.2015 22:00","66121","69427"
"17.11.2015 22:00 - 17.11.2015 22:15","65406","69556"
"17.11.2015 22:15 - 17.11.2015 22:30","64400","68476"
"17.11.2015 22:30 - 17.11.2015 22:45","63128","67367"
"17.11.2015 22:45 - 17.11.2015 23:00","61946","66027"
"17.11.2015 23:00 - 17.11.2015 23:15","60526","64696"
"17.11.2015 23:15 - 17.11.2015 23:30","58966","63287"
"17.11.2015 23:30 - 17.11.2015 23:45","57763","62035"
"17.11.2015 23:45 - 18.11.2015 00:00","56614","60944"
"18.11.2015 00:00 - 18.11.2015 00:15","55610","59276"
"18.11.2015 00:15 - 18.11.2015 00:30","54630","58242"
"18.11.2015 00:30 - 18.11.2015 00:45","53793","57400"
"18.11.2015 00:45 - 18.11.2015 01:00","53343","56722"
"18.11.2015 01:00 - 18.11.2015 01:15","52415","56538"
"18.11.2015 01:15 - 18.11.2015 01:30","51955","55689"
"18.11.2015 01:30 - 18.11.2015 01:45","51471","55679"
"18.11.2015 01:45 - 18.11.2015 02:00","51404","55565"
"18.11.2015 02:00 - 18.11.2015 02:15","51385","55072"
"18.11.2015 02:15 - 18.11.2015 02:30","51105","54843"
"18.11.2015 02:30 - 18.11.2015 02:45","50966","55111"
"18.11.2015 02:45 - 18.11.2015 03:00","50748","54936"
"18.11.2015 03:00 - 18.11.2015 03:15","51100","55199"
"18.11.2015 03:15 - 18.11.2015 03:30","51450","55498"
"18.11.2015 03:30 - 18.11.2015 03:45","51599","55370"
"18.11.2015 03:45 - 18.11.2015 04:00","51661","56068"
"18.11.2015 04:00 - 18.11.2015 04:15","52452","56492"
"18.11.2015 04:15 - 18.11.2015 04:30","53090","56746"
"18.11.2015 04:30 - 18.11.2015 04:45","53363","57270"
"18.11.2015 04:45 - 18.11.2015 05:00","54093","58342"
"18.11.2015 05:00 - 18.11.2015 05:15","55842","59916"
"18.11.2015 05:15 - 18.11.2015 05:30","56362","60590"
"18.11.2015 05:30 - 18.11.2015 05:45","58136","61999"
"18.11.2015 05:45 - 18.11.2015 06:00","59477","63983"
"18.11.2015 06:00 - 18.11.2015 06:15","63080","67600"
"18.11.2015 06:15 - 18.11.2015 06:30","65739","70518"
"18.11.2015 06:30 - 18.11.2015 06:45","68414","72390"
"18.11.2015 06:45 - 18.11.2015 07:00","69722","74330"
"18.11.2015 07:00 - 18.11.2015 07:15","72614","77259"
"18.11.2015 07:15 - 18.11.2015 07:30","73841","78372"
"18.11.2015 07:30 - 18.11.2015 07:45","74883","78328"
"18.11.2015 07:45 - 18.11.2015 08:00","75467","78958"
"18.11.2015 08:00 - 18.11.2015 08:15","76463","79893"
"18.11.2015 08:15 - 18.11.2015 08:30","76487","80095"
"18.11.2015 08:30 - 18.11.2015 08:45","76828","80533"
"18.11.2015 08:45 - 18.11.2015 09:00","77242","80508"
"18.11.2015 09:00 - 18.11.2015 09:15","77006","80149"
"18.11.2015 09:15 - 18.11.2015 09:30","77522","80179"
"18.11.2015 09:30 - 18.11.2015 09:45","77904","80250"
