"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"05.01.2016 08:45 - 05.01.2016 09:00","65679","72275"
"05.01.2016 09:00 - 05.01.2016 09:15","65947","72323"
"05.01.2016 09:15 - 05.01.2016 09:30","66263","72375"
"05.01.2016 09:30 - 05.01.2016 09:45","66520","72859"
"05.01.2016 09:45 - 05.01.2016 10:00","67009","73287"
"05.01.2016 10:00 - 05.01.2016 10:15","66991","73577"
"05.01.2016 10:15 - 05.01.2016 10:30","67290","73762"
"05.01.2016 10:30 - 05.01.2016 10:45","67578","74069"
"05.01.2016 10:45 - 05.01.2016 11:00","67718","74409"
"05.01.2016 11:00 - 05.01.2016 11:15","67823","74773"
"05.01.2016 11:15 - 05.01.2016 11:30","68553","75041"
"05.01.2016 11:30 - 05.01.2016 11:45","68613","75547"
"05.01.2016 11:45 - 05.01.2016 12:00","68675","75390"
"05.01.2016 12:00 - 05.01.2016 12:15","69144","75559"
"05.01.2016 12:15 - 05.01.2016 12:30","67996","75141"
"05.01.2016 12:30 - 05.01.2016 12:45","67876","74991"
"05.01.2016 12:45 - 05.01.2016 13:00","67884","74843"
"05.01.2016 13:00 - 05.01.2016 13:15","67763","74599"
"05.01.2016 13:15 - 05.01.2016 13:30","67331","74110"
"05.01.2016 13:30 - 05.01.2016 13:45","67453","73516"
"05.01.2016 13:45 - 05.01.2016 14:00","66607","72847"
"05.01.2016 14:00 - 05.01.2016 14:15","67335","72954"
"05.01.2016 14:15 - 05.01.2016 14:30","66395","72839"
"05.01.2016 14:30 - 05.01.2016 14:45","66184","72762"
"05.01.2016 14:45 - 05.01.2016 15:00","66179","72448"
"05.01.2016 15:00 - 05.01.2016 15:15","66127","72653"
"05.01.2016 15:15 - 05.01.2016 15:30","65433","72400"
"05.01.2016 15:30 - 05.01.2016 15:45","65850","72448"
"05.01.2016 15:45 - 05.01.2016 16:00","65132","72390"
"05.01.2016 16:00 - 05.01.2016 16:15","65676","72615"
"05.01.2016 16:15 - 05.01.2016 16:30","66188","73001"
"05.01.2016 16:30 - 05.01.2016 16:45","67510","74120"
"05.01.2016 16:45 - 05.01.2016 17:00","67970","75199"
"05.01.2016 17:00 - 05.01.2016 17:15","69843","76096"
"05.01.2016 17:15 - 05.01.2016 17:30","70209","76649"
"05.01.2016 17:30 - 05.01.2016 17:45","71340","76832"
"05.01.2016 17:45 - 05.01.2016 18:00","71278","77016"
"05.01.2016 18:00 - 05.01.2016 18:15","70592","76656"
"05.01.2016 18:15 - 05.01.2016 18:30","69991","76450"
"05.01.2016 18:30 - 05.01.2016 18:45","70090","76333"
"05.01.2016 18:45 - 05.01.2016 19:00","69553","76097"
"05.01.2016 19:00 - 05.01.2016 19:15","69552","75503"
"05.01.2016 19:15 - 05.01.2016 19:30","67809","74715"
"05.01.2016 19:30 - 05.01.2016 19:45","68228","74088"
"05.01.2016 19:45 - 05.01.2016 20:00","67207","73535"
"05.01.2016 20:00 - 05.01.2016 20:15","66344","72040"
"05.01.2016 20:15 - 05.01.2016 20:30","64582","70137"
"05.01.2016 20:30 - 05.01.2016 20:45","63771","69473"
"05.01.2016 20:45 - 05.01.2016 21:00","63463","68376"
"05.01.2016 21:00 - 05.01.2016 21:15","62446","67436"
"05.01.2016 21:15 - 05.01.2016 21:30","62244","66578"
"05.01.2016 21:30 - 05.01.2016 21:45","61519","65479"
"05.01.2016 21:45 - 05.01.2016 22:00","61562","64559"
"05.01.2016 22:00 - 05.01.2016 22:15","60742","64765"
"05.01.2016 22:15 - 05.01.2016 22:30","60344","63959"
"05.01.2016 22:30 - 05.01.2016 22:45","59395","62661"
"05.01.2016 22:45 - 05.01.2016 23:00","58458","61345"
"05.01.2016 23:00 - 05.01.2016 23:15","57642","60286"
"05.01.2016 23:15 - 05.01.2016 23:30","56462","59246"
"05.01.2016 23:30 - 05.01.2016 23:45","55281","58187"
"05.01.2016 23:45 - 06.01.2016 00:00","55015","57192"
"06.01.2016 00:00 - 06.01.2016 00:15","53979","56593"
"06.01.2016 00:15 - 06.01.2016 00:30","54211","55881"
"06.01.2016 00:30 - 06.01.2016 00:45","53665","55385"
"06.01.2016 00:45 - 06.01.2016 01:00","53072","54552"
"06.01.2016 01:00 - 06.01.2016 01:15","52121","53758"
"06.01.2016 01:15 - 06.01.2016 01:30","51850","53499"
"06.01.2016 01:30 - 06.01.2016 01:45","51687","53075"
"06.01.2016 01:45 - 06.01.2016 02:00","51096","52733"
"06.01.2016 02:00 - 06.01.2016 02:15","50848","52525"
"06.01.2016 02:15 - 06.01.2016 02:30","50902","52134"
"06.01.2016 02:30 - 06.01.2016 02:45","50317","52177"
"06.01.2016 02:45 - 06.01.2016 03:00","50088","52290"
"06.01.2016 03:00 - 06.01.2016 03:15","50195","52116"
"06.01.2016 03:15 - 06.01.2016 03:30","50520","52027"
"06.01.2016 03:30 - 06.01.2016 03:45","50393","52184"
"06.01.2016 03:45 - 06.01.2016 04:00","50243","52173"
"06.01.2016 04:00 - 06.01.2016 04:15","50644","52565"
"06.01.2016 04:15 - 06.01.2016 04:30","51183","52500"
"06.01.2016 04:30 - 06.01.2016 04:45","50604","52966"
"06.01.2016 04:45 - 06.01.2016 05:00","51275","53170"
"06.01.2016 05:00 - 06.01.2016 05:15","52467","53977"
"06.01.2016 05:15 - 06.01.2016 05:30","52520","54013"
"06.01.2016 05:30 - 06.01.2016 05:45","53322","54662"
"06.01.2016 05:45 - 06.01.2016 06:00","52866","54851"
"06.01.2016 06:00 - 06.01.2016 06:15","54501","55823"
"06.01.2016 06:15 - 06.01.2016 06:30","55743","57119"
"06.01.2016 06:30 - 06.01.2016 06:45","57589","58495"
"06.01.2016 06:45 - 06.01.2016 07:00","58555","59738"
"06.01.2016 07:00 - 06.01.2016 07:15","60422","61498"
"06.01.2016 07:15 - 06.01.2016 07:30","60771","62927"
"06.01.2016 07:30 - 06.01.2016 07:45","61860","64154"
"06.01.2016 07:45 - 06.01.2016 08:00","62363","65297"
"06.01.2016 08:00 - 06.01.2016 08:15","63813","66082"
"06.01.2016 08:15 - 06.01.2016 08:30","64122","66618"
"06.01.2016 08:30 - 06.01.2016 08:45","63646","66988"
"06.01.2016 08:45 - 06.01.2016 09:00","63874","67136"
"06.01.2016 09:00 - 06.01.2016 09:15","64665","67354"
"06.01.2016 09:15 - 06.01.2016 09:30","64721","68019"
"06.01.2016 09:30 - 06.01.2016 09:45","65313","68325"
"06.01.2016 09:45 - 06.01.2016 10:00","65478","68736"
"06.01.2016 10:00 - 06.01.2016 10:15","66080","69070"
"06.01.2016 10:15 - 06.01.2016 10:30","65740","69768"
"06.01.2016 10:30 - 06.01.2016 10:45","66580","70287"
"06.01.2016 10:45 - 06.01.2016 11:00","66757","71017"
"06.01.2016 11:00 - 06.01.2016 11:15","67190","71460"
"06.01.2016 11:15 - 06.01.2016 11:30","67747","72148"
"06.01.2016 11:30 - 06.01.2016 11:45","67909","72653"
"06.01.2016 11:45 - 06.01.2016 12:00","68007","72638"
"06.01.2016 12:00 - 06.01.2016 12:15","67939","72114"
"06.01.2016 12:15 - 06.01.2016 12:30","67390","72029"
"06.01.2016 12:30 - 06.01.2016 12:45","67259","71723"
"06.01.2016 12:45 - 06.01.2016 13:00","67812","71328"
"06.01.2016 13:00 - 06.01.2016 13:15","67087","70950"
"06.01.2016 13:15 - 06.01.2016 13:30","66307","70410"
"06.01.2016 13:30 - 06.01.2016 13:45","66340","69867"
"06.01.2016 13:45 - 06.01.2016 14:00","66072","69180"
"06.01.2016 14:00 - 06.01.2016 14:15","65286","68932"
"06.01.2016 14:15 - 06.01.2016 14:30","65289","68953"
"06.01.2016 14:30 - 06.01.2016 14:45","65675","68661"
"06.01.2016 14:45 - 06.01.2016 15:00","64899","68277"
"06.01.2016 15:00 - 06.01.2016 15:15","65089","68216"
"06.01.2016 15:15 - 06.01.2016 15:30","64189","68040"
"06.01.2016 15:30 - 06.01.2016 15:45","64472","67956"
"06.01.2016 15:45 - 06.01.2016 16:00","63995","68218"
"06.01.2016 16:00 - 06.01.2016 16:15","64706","68752"
"06.01.2016 16:15 - 06.01.2016 16:30","64828","69496"
"06.01.2016 16:30 - 06.01.2016 16:45","66237","69816"
"06.01.2016 16:45 - 06.01.2016 17:00","66855","69926"
"06.01.2016 17:00 - 06.01.2016 17:15","68631","70663"
"06.01.2016 17:15 - 06.01.2016 17:30","69166","70953"
"06.01.2016 17:30 - 06.01.2016 17:45","69570","72572"
"06.01.2016 17:45 - 06.01.2016 18:00","69705","73548"
"06.01.2016 18:00 - 06.01.2016 18:15","69932","73562"
"06.01.2016 18:15 - 06.01.2016 18:30","69592","73444"
"06.01.2016 18:30 - 06.01.2016 18:45","69620","73006"
"06.01.2016 18:45 - 06.01.2016 19:00","69024","72734"
"06.01.2016 19:00 - 06.01.2016 19:15","69681","72279"
"06.01.2016 19:15 - 06.01.2016 19:30","68490","71706"
"06.01.2016 19:30 - 06.01.2016 19:45","68452","70913"
"06.01.2016 19:45 - 06.01.2016 20:00","67548","70190"
"06.01.2016 20:00 - 06.01.2016 20:15","66473","69252"
"06.01.2016 20:15 - 06.01.2016 20:30","65346","67915"
"06.01.2016 20:30 - 06.01.2016 20:45","64337","66759"
"06.01.2016 20:45 - 06.01.2016 21:00","64024","65813"
"06.01.2016 21:00 - 06.01.2016 21:15","62778","65312"
"06.01.2016 21:15 - 06.01.2016 21:30","62822","64490"
"06.01.2016 21:30 - 06.01.2016 21:45","62117","63937"
"06.01.2016 21:45 - 06.01.2016 22:00","61301","63490"
"06.01.2016 22:00 - 06.01.2016 22:15","61310","63876"
"06.01.2016 22:15 - 06.01.2016 22:30","61084","63325"
"06.01.2016 22:30 - 06.01.2016 22:45","60400","62177"
"06.01.2016 22:45 - 06.01.2016 23:00","59201","61018"
"06.01.2016 23:00 - 06.01.2016 23:15","58239","59992"
"06.01.2016 23:15 - 06.01.2016 23:30","57398","58792"
"06.01.2016 23:30 - 06.01.2016 23:45","56863","57562"
"06.01.2016 23:45 - 07.01.2016 00:00","55949","56350"
"07.01.2016 00:00 - 07.01.2016 00:15","56660","56034"
"07.01.2016 00:15 - 07.01.2016 00:30","55478","55290"
"07.01.2016 00:30 - 07.01.2016 00:45","55108","54279"
"07.01.2016 00:45 - 07.01.2016 01:00","54957","53613"
"07.01.2016 01:00 - 07.01.2016 01:15","53625","53147"
"07.01.2016 01:15 - 07.01.2016 01:30","53249","52653"
"07.01.2016 01:30 - 07.01.2016 01:45","53254","52306"
"07.01.2016 01:45 - 07.01.2016 02:00","53105","52182"
"07.01.2016 02:00 - 07.01.2016 02:15","52575","51750"
"07.01.2016 02:15 - 07.01.2016 02:30","52661","51675"
"07.01.2016 02:30 - 07.01.2016 02:45","52628","51545"
"07.01.2016 02:45 - 07.01.2016 03:00","52392","51339"
"07.01.2016 03:00 - 07.01.2016 03:15","52311","51601"
"07.01.2016 03:15 - 07.01.2016 03:30","52131","51630"
"07.01.2016 03:30 - 07.01.2016 03:45","52083","51666"
"07.01.2016 03:45 - 07.01.2016 04:00","52056","51993"
"07.01.2016 04:00 - 07.01.2016 04:15","52214","52607"
"07.01.2016 04:15 - 07.01.2016 04:30","53232","53026"
"07.01.2016 04:30 - 07.01.2016 04:45","51946","53281"
"07.01.2016 04:45 - 07.01.2016 05:00","52552","54122"
"07.01.2016 05:00 - 07.01.2016 05:15","53931","55303"
"07.01.2016 05:15 - 07.01.2016 05:30","54015","56082"
"07.01.2016 05:30 - 07.01.2016 05:45","54683","57524"
"07.01.2016 05:45 - 07.01.2016 06:00","54933","59053"
"07.01.2016 06:00 - 07.01.2016 06:15","56676","61804"
"07.01.2016 06:15 - 07.01.2016 06:30","58065","64141"
"07.01.2016 06:30 - 07.01.2016 06:45","60160","66354"
"07.01.2016 06:45 - 07.01.2016 07:00","61254","68717"
"07.01.2016 07:00 - 07.01.2016 07:15","63093","71022"
"07.01.2016 07:15 - 07.01.2016 07:30","64325","72311"
"07.01.2016 07:30 - 07.01.2016 07:45","65880","73453"
"07.01.2016 07:45 - 07.01.2016 08:00","66037","74211"
"07.01.2016 08:00 - 07.01.2016 08:15","68104","75198"
"07.01.2016 08:15 - 07.01.2016 08:30","68139","75534"
"07.01.2016 08:30 - 07.01.2016 08:45","67940","75570"
"07.01.2016 08:45 - 07.01.2016 09:00","67909","75642"
"07.01.2016 09:00 - 07.01.2016 09:15","68501","75806"
"07.01.2016 09:15 - 07.01.2016 09:30","68421","75928"
"07.01.2016 09:30 - 07.01.2016 09:45","69089","76181"
"07.01.2016 09:45 - 07.01.2016 10:00","69124","76648"
"07.01.2016 10:00 - 07.01.2016 10:15","69519","76248"
"07.01.2016 10:15 - 07.01.2016 10:30","69072","76234"
"07.01.2016 10:30 - 07.01.2016 10:45","69995","76427"
"07.01.2016 10:45 - 07.01.2016 11:00","69986","76316"
"07.01.2016 11:00 - 07.01.2016 11:15","70604","76753"
"07.01.2016 11:15 - 07.01.2016 11:30","70946","77650"
"07.01.2016 11:30 - 07.01.2016 11:45","71282","77923"
"07.01.2016 11:45 - 07.01.2016 12:00","71267","77931"
"07.01.2016 12:00 - 07.01.2016 12:15","71292","77692"
"07.01.2016 12:15 - 07.01.2016 12:30","70585","77593"
"07.01.2016 12:30 - 07.01.2016 12:45","70645","77571"
"07.01.2016 12:45 - 07.01.2016 13:00","71173","77454"
"07.01.2016 13:00 - 07.01.2016 13:15","70492","77584"
"07.01.2016 13:15 - 07.01.2016 13:30","70158","77012"
"07.01.2016 13:30 - 07.01.2016 13:45","69950","76145"
"07.01.2016 13:45 - 07.01.2016 14:00","69567","75773"
"07.01.2016 14:00 - 07.01.2016 14:15","68821","76060"
"07.01.2016 14:15 - 07.01.2016 14:30","68780","76191"
"07.01.2016 14:30 - 07.01.2016 14:45","68926","76053"
"07.01.2016 14:45 - 07.01.2016 15:00","68597","75804"
"07.01.2016 15:00 - 07.01.2016 15:15","68642","75964"
"07.01.2016 15:15 - 07.01.2016 15:30","67787","75372"
"07.01.2016 15:30 - 07.01.2016 15:45","67772","75103"
"07.01.2016 15:45 - 07.01.2016 16:00","66733","75356"
"07.01.2016 16:00 - 07.01.2016 16:15","67641","75389"
"07.01.2016 16:15 - 07.01.2016 16:30","67922","75965"
"07.01.2016 16:30 - 07.01.2016 16:45","69279","76827"
"07.01.2016 16:45 - 07.01.2016 17:00","69940","77802"
"07.01.2016 17:00 - 07.01.2016 17:15","71185","78928"
"07.01.2016 17:15 - 07.01.2016 17:30","72109","79389"
"07.01.2016 17:30 - 07.01.2016 17:45","72425","79464"
"07.01.2016 17:45 - 07.01.2016 18:00","72660","79682"
"07.01.2016 18:00 - 07.01.2016 18:15","72570","79400"
"07.01.2016 18:15 - 07.01.2016 18:30","71926","78877"
"07.01.2016 18:30 - 07.01.2016 18:45","71879","78763"
"07.01.2016 18:45 - 07.01.2016 19:00","71230","78190"
"07.01.2016 19:00 - 07.01.2016 19:15","72606","77335"
"07.01.2016 19:15 - 07.01.2016 19:30","70480","76373"
"07.01.2016 19:30 - 07.01.2016 19:45","70093","75231"
"07.01.2016 19:45 - 07.01.2016 20:00","69775","74238"
"07.01.2016 20:00 - 07.01.2016 20:15","68183","72888"
"07.01.2016 20:15 - 07.01.2016 20:30","67203","71304"
"07.01.2016 20:30 - 07.01.2016 20:45","65747","70563"
"07.01.2016 20:45 - 07.01.2016 21:00","65521","69228"
"07.01.2016 21:00 - 07.01.2016 21:15","63940","68106"
"07.01.2016 21:15 - 07.01.2016 21:30","64040","67051"
"07.01.2016 21:30 - 07.01.2016 21:45","63409","66073"
"07.01.2016 21:45 - 07.01.2016 22:00","63106","65053"
"07.01.2016 22:00 - 07.01.2016 22:15","62284","65835"
"07.01.2016 22:15 - 07.01.2016 22:30","62296","65016"
"07.01.2016 22:30 - 07.01.2016 22:45","61475","63833"
"07.01.2016 22:45 - 07.01.2016 23:00","60481","62800"
"07.01.2016 23:00 - 07.01.2016 23:15","59610","61729"
"07.01.2016 23:15 - 07.01.2016 23:30","58083","60328"
"07.01.2016 23:30 - 07.01.2016 23:45","57859","59077"
"07.01.2016 23:45 - 08.01.2016 00:00","56551","58152"
"08.01.2016 00:00 - 08.01.2016 00:15","55654","57760"
"08.01.2016 00:15 - 08.01.2016 00:30","55219","56957"
"08.01.2016 00:30 - 08.01.2016 00:45","54815","56001"
"08.01.2016 00:45 - 08.01.2016 01:00","54342","55535"
"08.01.2016 01:00 - 08.01.2016 01:15","53515","55160"
"08.01.2016 01:15 - 08.01.2016 01:30","53062","54395"
"08.01.2016 01:30 - 08.01.2016 01:45","53010","54115"
"08.01.2016 01:45 - 08.01.2016 02:00","52698","53557"
"08.01.2016 02:00 - 08.01.2016 02:15","52688","53053"
"08.01.2016 02:15 - 08.01.2016 02:30","52734","52881"
"08.01.2016 02:30 - 08.01.2016 02:45","52341","52843"
"08.01.2016 02:45 - 08.01.2016 03:00","52088","52796"
"08.01.2016 03:00 - 08.01.2016 03:15","52302","52952"
"08.01.2016 03:15 - 08.01.2016 03:30","52434","52853"
"08.01.2016 03:30 - 08.01.2016 03:45","52402","53140"
"08.01.2016 03:45 - 08.01.2016 04:00","52465","53316"
"08.01.2016 04:00 - 08.01.2016 04:15","52720","53895"
"08.01.2016 04:15 - 08.01.2016 04:30","53490","54170"
"08.01.2016 04:30 - 08.01.2016 04:45","52797","54365"
"08.01.2016 04:45 - 08.01.2016 05:00","53415","54725"
"08.01.2016 05:00 - 08.01.2016 05:15","55129","55965"
"08.01.2016 05:15 - 08.01.2016 05:30","55137","56795"
"08.01.2016 05:30 - 08.01.2016 05:45","56244","58032"
"08.01.2016 05:45 - 08.01.2016 06:00","56633","59721"
"08.01.2016 06:00 - 08.01.2016 06:15","59167","61826"
"08.01.2016 06:15 - 08.01.2016 06:30","60489","64594"
"08.01.2016 06:30 - 08.01.2016 06:45","62632","66796"
"08.01.2016 06:45 - 08.01.2016 07:00","64366","68763"
"08.01.2016 07:00 - 08.01.2016 07:15","65453","70990"
"08.01.2016 07:15 - 08.01.2016 07:30","65469","72031"
"08.01.2016 07:30 - 08.01.2016 07:45","67011","73338"
"08.01.2016 07:45 - 08.01.2016 08:00","67076","74179"
"08.01.2016 08:00 - 08.01.2016 08:15","68501","75283"
"08.01.2016 08:15 - 08.01.2016 08:30","68618","75341"
"08.01.2016 08:30 - 08.01.2016 08:45","68426","75725"
"08.01.2016 08:45 - 08.01.2016 09:00","68632","75900"
"08.01.2016 09:00 - 08.01.2016 09:15","69138","75677"
"08.01.2016 09:15 - 08.01.2016 09:30","69302","76018"
"08.01.2016 09:30 - 08.01.2016 09:45","69918","76379"
"08.01.2016 09:45 - 08.01.2016 10:00","69986","76205"
"08.01.2016 10:00 - 08.01.2016 10:15","70098","75903"
"08.01.2016 10:15 - 08.01.2016 10:30","70131","75988"
"08.01.2016 10:30 - 08.01.2016 10:45","70831","75967"
"08.01.2016 10:45 - 08.01.2016 11:00","70858","76288"
"08.01.2016 11:00 - 08.01.2016 11:15","70837","76577"
"08.01.2016 11:15 - 08.01.2016 11:30","71282","76885"
"08.01.2016 11:30 - 08.01.2016 11:45","71346","77055"
"08.01.2016 11:45 - 08.01.2016 12:00","71557","76815"
"08.01.2016 12:00 - 08.01.2016 12:15","70939","76679"
"08.01.2016 12:15 - 08.01.2016 12:30","70791","76468"
"08.01.2016 12:30 - 08.01.2016 12:45","70737","75947"
"08.01.2016 12:45 - 08.01.2016 13:00","70802","75474"
"08.01.2016 13:00 - 08.01.2016 13:15","70224","75382"
"08.01.2016 13:15 - 08.01.2016 13:30","70183","74531"
"08.01.2016 13:30 - 08.01.2016 13:45","69785","73720"
"08.01.2016 13:45 - 08.01.2016 14:00","69241","72786"
"08.01.2016 14:00 - 08.01.2016 14:15","68825","72761"
"08.01.2016 14:15 - 08.01.2016 14:30","68604","72618"
"08.01.2016 14:30 - 08.01.2016 14:45","68677","72259"
"08.01.2016 14:45 - 08.01.2016 15:00","68572","71868"
"08.01.2016 15:00 - 08.01.2016 15:15","68458","71652"
"08.01.2016 15:15 - 08.01.2016 15:30","67453","71367"
"08.01.2016 15:30 - 08.01.2016 15:45","67544","71255"
"08.01.2016 15:45 - 08.01.2016 16:00","66668","71116"
"08.01.2016 16:00 - 08.01.2016 16:15","67368","71566"
"08.01.2016 16:15 - 08.01.2016 16:30","67653","72234"
"08.01.2016 16:30 - 08.01.2016 16:45","68709","73520"
"08.01.2016 16:45 - 08.01.2016 17:00","69198","74657"
"08.01.2016 17:00 - 08.01.2016 17:15","70878","76152"
"08.01.2016 17:15 - 08.01.2016 17:30","71067","77156"
"08.01.2016 17:30 - 08.01.2016 17:45","71555","77458"
"08.01.2016 17:45 - 08.01.2016 18:00","72683","77509"
"08.01.2016 18:00 - 08.01.2016 18:15","71651","76438"
"08.01.2016 18:15 - 08.01.2016 18:30","71497","76076"
"08.01.2016 18:30 - 08.01.2016 18:45","71119","75985"
"08.01.2016 18:45 - 08.01.2016 19:00","70612","75204"
"08.01.2016 19:00 - 08.01.2016 19:15","71189","74626"
"08.01.2016 19:15 - 08.01.2016 19:30","69882","73684"
"08.01.2016 19:30 - 08.01.2016 19:45","69162","72759"
"08.01.2016 19:45 - 08.01.2016 20:00","68806","71926"
"08.01.2016 20:00 - 08.01.2016 20:15","67570","70188"
"08.01.2016 20:15 - 08.01.2016 20:30","66465","69045"
"08.01.2016 20:30 - 08.01.2016 20:45","64991","68077"
"08.01.2016 20:45 - 08.01.2016 21:00","64537","66628"
"08.01.2016 21:00 - 08.01.2016 21:15","63498","65919"
"08.01.2016 21:15 - 08.01.2016 21:30","63047","64974"
"08.01.2016 21:30 - 08.01.2016 21:45","62208","63887"
"08.01.2016 21:45 - 08.01.2016 22:00","62217","63043"
"08.01.2016 22:00 - 08.01.2016 22:15","61060","63212"
"08.01.2016 22:15 - 08.01.2016 22:30","61340","62722"
"08.01.2016 22:30 - 08.01.2016 22:45","60820","61850"
"08.01.2016 22:45 - 08.01.2016 23:00","59407","61053"
"08.01.2016 23:00 - 08.01.2016 23:15","58280","59568"
"08.01.2016 23:15 - 08.01.2016 23:30","57032","58760"
"08.01.2016 23:30 - 08.01.2016 23:45","56827","58004"
"08.01.2016 23:45 - 09.01.2016 00:00","55905","57089"
"09.01.2016 00:00 - 09.01.2016 00:15","56993","56252"
"09.01.2016 00:15 - 09.01.2016 00:30","56577","55250"
"09.01.2016 00:30 - 09.01.2016 00:45","56111","54464"
"09.01.2016 00:45 - 09.01.2016 01:00","55557","53918"
"09.01.2016 01:00 - 09.01.2016 01:15","54695","53255"
"09.01.2016 01:15 - 09.01.2016 01:30","54216","52696"
"09.01.2016 01:30 - 09.01.2016 01:45","53746","52333"
"09.01.2016 01:45 - 09.01.2016 02:00","53627","52006"
"09.01.2016 02:00 - 09.01.2016 02:15","53093","51321"
"09.01.2016 02:15 - 09.01.2016 02:30","52796","50838"
"09.01.2016 02:30 - 09.01.2016 02:45","52644","50782"
"09.01.2016 02:45 - 09.01.2016 03:00","52300","50821"
"09.01.2016 03:00 - 09.01.2016 03:15","52446","50728"
"09.01.2016 03:15 - 09.01.2016 03:30","52215","50561"
"09.01.2016 03:30 - 09.01.2016 03:45","52145","50493"
"09.01.2016 03:45 - 09.01.2016 04:00","52077","50184"
"09.01.2016 04:00 - 09.01.2016 04:15","51972","50548"
"09.01.2016 04:15 - 09.01.2016 04:30","52417","50611"
"09.01.2016 04:30 - 09.01.2016 04:45","51683","50822"
"09.01.2016 04:45 - 09.01.2016 05:00","51845","50963"
"09.01.2016 05:00 - 09.01.2016 05:15","52368","50789"
"09.01.2016 05:15 - 09.01.2016 05:30","52018","50711"
"09.01.2016 05:30 - 09.01.2016 05:45","52074","50439"
"09.01.2016 05:45 - 09.01.2016 06:00","51869","50151"
"09.01.2016 06:00 - 09.01.2016 06:15","52490","49952"
"09.01.2016 06:15 - 09.01.2016 06:30","52806","50495"
"09.01.2016 06:30 - 09.01.2016 06:45","53616","51033"
"09.01.2016 06:45 - 09.01.2016 07:00","54284","51529"
"09.01.2016 07:00 - 09.01.2016 07:15","55358","52582"
"09.01.2016 07:15 - 09.01.2016 07:30","56095","53356"
"09.01.2016 07:30 - 09.01.2016 07:45","57372","54454"
"09.01.2016 07:45 - 09.01.2016 08:00","57722","55335"
"09.01.2016 08:00 - 09.01.2016 08:15","59370","56501"
"09.01.2016 08:15 - 09.01.2016 08:30","59391","57249"
"09.01.2016 08:30 - 09.01.2016 08:45","59753","58133"
"09.01.2016 08:45 - 09.01.2016 09:00","60178","59023"
"09.01.2016 09:00 - 09.01.2016 09:15","61091","60010"
"09.01.2016 09:15 - 09.01.2016 09:30","61875","60686"
"09.01.2016 09:30 - 09.01.2016 09:45","62430","60871"
"09.01.2016 09:45 - 09.01.2016 10:00","62916","61622"
"09.01.2016 10:00 - 09.01.2016 10:15","63223","62046"
"09.01.2016 10:15 - 09.01.2016 10:30","63383","62515"
"09.01.2016 10:30 - 09.01.2016 10:45","63661","63081"
"09.01.2016 10:45 - 09.01.2016 11:00","63909","63228"
"09.01.2016 11:00 - 09.01.2016 11:15","64365","63930"
"09.01.2016 11:15 - 09.01.2016 11:30","64541","64567"
"09.01.2016 11:30 - 09.01.2016 11:45","65041","64700"
"09.01.2016 11:45 - 09.01.2016 12:00","65047","64457"
"09.01.2016 12:00 - 09.01.2016 12:15","64723","64191"
"09.01.2016 12:15 - 09.01.2016 12:30","64168","63764"
"09.01.2016 12:30 - 09.01.2016 12:45","64163","63006"
"09.01.2016 12:45 - 09.01.2016 13:00","64126","62548"
"09.01.2016 13:00 - 09.01.2016 13:15","63402","62257"
"09.01.2016 13:15 - 09.01.2016 13:30","62970","61981"
"09.01.2016 13:30 - 09.01.2016 13:45","62928","61770"
"09.01.2016 13:45 - 09.01.2016 14:00","62630","61071"
"09.01.2016 14:00 - 09.01.2016 14:15","61892","61082"
"09.01.2016 14:15 - 09.01.2016 14:30","61528","60509"
"09.01.2016 14:30 - 09.01.2016 14:45","61342","60669"
"09.01.2016 14:45 - 09.01.2016 15:00","60947","60512"
"09.01.2016 15:00 - 09.01.2016 15:15","61234","60602"
"09.01.2016 15:15 - 09.01.2016 15:30","60715","60370"
"09.01.2016 15:30 - 09.01.2016 15:45","60964","60309"
"09.01.2016 15:45 - 09.01.2016 16:00","60731","60096"
